iter,flow in,turb,flow out,water level,colmat,act state 
406,101.35591227661358,7.5,0.0,53095.93554291241,15.33125,2
407,101.48062963108947,7.25,0.0,54652.496180508875,15.338500000000002,2
408,101.49233185653685,7.0,0.0,56209.946759013364,15.345500000000001,2
409,101.12853933260372,6.833333333333333,0.0,57762.50580436061,15.352333333333334,2
410,100.32563336092919,6.666666666666667,0.0,59303.407207151125,15.359,2
411,101.05895323391115,6.5,0.0,60856.22855306679,15.3655,2
412,101.1953673349632,6.333333333333333,0.0,62411.78687384528,15.371833333333335,2
413,100.0579163685985,6.166666666666667,0.0,63950.477511761586,15.378000000000002,2
414,100.51685623159092,6.0,0.0,65496.82882802838,15.384000000000002,2
415,101.45369377144618,5.833333333333333,0.0,67058.18426622197,15.389833333333335,2
416,101.63390883496744,5.666666666666667,0.0,68622.88910969072,15.395500000000002,2
417,100.75445476217726,5.5,0.0,70174.608467483,15.401000000000002,2
418,100.3121074961731,5.333333333333333,0.0,71720.05023293821,15.406333333333334,2
419,100.3589862877919,5.166666666666667,0.0,73266.73275011253,15.4115,2
420,101.05178446029805,5.0,0.0,74824.59758524472,15.416500000000001,2
421,101.18799183670342,5.008333333333334,0.0,76385.0690445877,15.421508333333334,2
422,100.46048575354875,5.016666666666667,0.0,77934.82523957697,15.426525,2
423,101.1301049569717,5.0249999999999995,0.0,79495.41951072573,15.43155,2
424,101.37002342175145,5.033333333333333,0.0,81060.22632477754,15.436583333333333,2
425,100.2641696302124,5.041666666666667,0.0,82608.46803314367,15.441625,2
426,101.07024073721404,5.05,0.0,84169.66719398317,15.446675,2
427,100.40273686195296,5.058333333333333,0.0,85721.0635099109,15.451733333333333,2
428,100.11432879188796,5.066666666666666,0.0,87268.51066718136,15.4568,2
429,100.26808418266222,5.075,0.0,88818.84325130316,15.461875,2
430,100.49645118794085,5.083333333333333,0.0,90373.2176744749,15.466958333333332,2
431,101.15025484374597,5.091666666666666,0.0,91938.21947493008,15.47205,2
432,101.27594311992878,5.1,0.0,93505.68243798868,15.47715,2
433,100.13404083139172,5.133333333333333,0.0,95055.98602945186,15.482283333333333,2
434,100.80138315652046,5.166666666666667,0.0,96617.1424110193,15.487449999999999,2
435,100.26778483891734,5.2,0.0,98170.55610780396,15.49265,2
436,100.08052696843787,5.233333333333333,0.0,99721.59243869933,15.497883333333332,2
437,100.2358430087441,5.266666666666667,0.0,101275.56374824034,15.50315,2
438,100.43679020055525,5.3,0.0,102833.18268722614,15.50845,2
439,100.96489786027496,5.333333333333333,0.0,104399.53023690257,15.513783333333333,2
440,101.07489108133024,5.366666666666667,0.0,105968.1266328274,15.51915,2
441,100.92361777184612,5.3999999999999995,0.0,107534.92038310732,15.52455,2
442,101.44618029112024,5.433333333333334,0.0,109110.37787225874,15.529983333333332,2
443,100.8688737905184,5.466666666666666,0.0,110677.42121758766,15.535449999999999,2
444,101.55372743979767,5.5,0.0,112255.66261804318,15.540949999999999,2
445,100.49183959478067,5.466666666666666,0.0,113817.95062798347,15.546416666666666,2
446,100.81091952169015,5.433333333333334,0.0,115385.74692674687,15.551849999999998,2
447,100.12101725749767,5.3999999999999995,0.0,116943.35462247608,15.557249999999998,2
448,101.47120693762577,5.366666666666667,0.0,118522.51211875035,15.562616666666665,2
449,100.31562337200158,5.333333333333333,0.0,120084.2207276245,15.567949999999998,2
450,100.23364080166975,5.3,0.0,121645.1842742391,15.573249999999998,2
451,101.55612449060304,5.266666666666667,0.0,123227.27805221804,15.578516666666665,2
452,101.61544768743636,5.233333333333333,0.0,124810.82778511713,15.583749999999998,2
453,100.53851623133436,5.2,0.0,126378.11768772159,15.588949999999999,2
454,100.6657703616928,5.166666666666667,0.0,127947.9114550817,15.594116666666665,2
455,100.62323238831794,5.133333333333333,0.0,129517.55841291517,15.599249999999998,2
456,100.63408115362927,5.1,0.0,131087.8878371648,15.604349999999998,2
457,100.60159309667745,5.091666666666666,0.0,132658.22253618113,15.609441666666665,2
458,100.57641556520657,5.083333333333333,0.0,134228.67549143443,15.614524999999999,2
459,101.03423242152077,5.075,0.0,135806.78978816562,15.619599999999998,2
460,100.15311303450189,5.066666666666666,0.0,137371.64879495872,15.624666666666664,2
461,100.07065334709846,5.058333333333333,0.0,138935.7255873442,15.629724999999997,2
462,100.32737036127405,5.05,0.0,140504.32144928438,15.634774999999998,2
463,101.54913265981197,5.041666666666667,0.0,142092.53126674285,15.639816666666665,2
464,100.72899864170616,5.033333333333333,0.0,143668.42134114256,15.644849999999998,2
465,101.64572479435914,5.0249999999999995,0.0,145259.16422845869,15.649874999999998,2
466,100.73025748641766,5.016666666666667,0.0,146836.085496964,15.654891666666664,2
467,101.4893675821178,5.008333333333334,0.0,148425.3988443632,15.659899999999997,2
468,101.38198903188415,5.0,0.0,150013.53756434875,15.664899999999998,2
469,101.59157313716442,4.583333333333333,0.0,151605.42502642865,15.66948333333333,2
470,100.25017338159893,4.166666666666667,0.0,0.0,0.0,3
471,100.84692328461351,3.75,0.0,0.0,0.0,3
472,100.31069367647619,3.3333333333333335,0.0,0.0,0.0,3
473,101.44282427501595,2.9166666666666665,0.0,0.0,0.0,3
474,100.71896388190264,2.5,0.0,0.0,0.0,4
475,100.22716269541691,2.0833333333333335,0.0,0.0,0.0,4
476,100.75010911488461,1.6666666666666667,0.0,0.0,0.0,4
477,100.37929847950613,1.25,0.0,0.0,0.0,4
478,100.83043983613656,0.8333333333333334,0.0,0.0,0.0,1
479,101.32710206741326,0.4166666666666667,0.0,0.0,0.0,1
480,100.47475121535801,0.0,0.0,0.0,0.0,1
481,100.13623205875048,0.0,0.0,0.0,0.0,1
482,100.1094366811256,0.0,0.0,0.0,0.0,1
483,100.20850823546128,0.0,0.0,0.0,0.0,1
484,101.16500047306766,0.0,101.16500047306766,0.0,0.0,2
485,100.37688578422838,0.0,100.37688578422838,0.0,0.0,2
486,100.14330258754943,0.0,100.14330258754943,0.0,0.0,2
487,101.6098855001431,0.0,101.6098855001431,0.0,0.0,2
488,101.41499055627526,0.0,101.41499055627526,0.0,0.0,2
489,100.44495046447133,0.0,100.44495046447133,0.0,0.0,2
490,101.30482959850133,0.0,101.30482959850133,0.0,0.0,2
491,101.28653929116889,0.0,101.28653929116889,0.0,0.0,2
492,101.23100907042134,0.0,101.23100907042134,0.0,0.0,2
493,101.66448380933927,0.0,101.66448380933927,0.0,0.0,2
494,100.31315408482789,0.0,100.31315408482789,0.0,0.0,2
495,101.54010319068186,0.0,101.54010319068186,0.0,0.0,2
496,101.45043296814322,0.0,101.45043296814322,0.0,0.0,2
497,101.199188997062,0.0,101.199188997062,0.0,0.0,2
498,100.10708412488746,0.0,100.10708412488746,0.0,0.0,2
499,101.03153391602126,0.0,101.03153391602126,0.0,0.0,2
500,100.26936057602389,0.0,100.26936057602389,0.0,0.0,2
501,100.58733752221094,0.0,0.0,0.0,0.0,5
502,100.31032320904166,0.0,0.0,0.0,0.0,5
503,100.33127925876504,0.0,0.0,0.0,0.0,5
504,101.00232232285411,0.0,0.0,0.0,0.0,5
505,101.10021440286341,0.0,0.0,0.0,0.0,0
506,100.7168229341353,0.0,0.0,0.0,0.0,0
507,101.11377394029468,0.0,0.0,0.0,0.0,0
508,100.30975778223228,0.0,0.0,0.0,0.0,0
509,100.69728885422386,0.0,0.0,0.0,0.0,0
510,100.05034430617461,0.0,0.0,0.0,0.0,0
511,101.11728625400754,0.0,0.0,0.0,0.0,0
512,101.08500055064441,0.0,0.0,0.0,0.0,0
513,100.23705682186976,0.0,0.0,0.0,0.0,0
514,101.08856967908974,0.0,0.0,0.0,0.0,0
515,100.63108827960453,0.0,0.0,0.0,0.0,0
516,100.6589846908459,0.0,0.0,0.0,0.0,0
517,101.41532607812236,0.0,0.0,0.0,0.0,0
518,101.08878678849146,0.0,0.0,0.0,0.0,0
519,101.00662355063747,0.0,0.0,0.0,0.0,0
520,101.29110708415652,0.0,0.0,0.0,0.0,0
521,100.6426242163048,0.0,0.0,0.0,0.0,0
522,101.64259739162999,0.0,0.0,0.0,0.0,0
523,101.51779612236714,0.0,0.0,0.0,0.0,0
524,101.06865173638828,0.0,0.0,0.0,0.0,0
525,100.07273488492295,0.0,0.0,0.0,0.0,0
526,101.28794742279139,0.0,0.0,0.0,0.0,0
527,101.1510388960839,0.0,0.0,0.0,0.0,0
528,101.00157046930383,0.0,0.0,0.0,0.0,0
529,100.92177736079587,0.0,0.0,0.0,0.0,0
530,100.7513738030069,0.0,0.0,0.0,0.0,0
531,101.58843658485746,0.0,0.0,0.0,0.0,0
532,101.60755119695564,0.0,0.0,0.0,0.0,0
533,100.07173526707783,0.0,0.0,0.0,0.0,0
534,101.24837451897817,0.0,0.0,0.0,0.0,0
535,100.09021211962971,0.0,0.0,0.0,0.0,0
536,101.3008615193513,0.0,0.0,0.0,0.0,0
537,100.40058402937895,0.0,0.0,0.0,0.0,0
538,100.83523946767804,0.0,0.0,0.0,0.0,0
539,101.18633610859438,0.0,0.0,0.0,0.0,0
540,101.09409160093684,0.0,0.0,0.0,0.0,0
541,101.65649092850987,0.0,0.0,0.0,0.0,0
542,100.71485861381893,0.0,0.0,0.0,0.0,0
543,100.7175528501768,0.0,0.0,0.0,0.0,0
544,100.49464284456964,0.0,0.0,0.0,0.0,0
545,100.32930447828765,0.0,0.0,0.0,0.0,0
546,100.98528691997309,0.0,0.0,0.0,0.0,0
547,101.49039960510261,0.0,0.0,0.0,0.0,0
548,101.36094651144344,0.0,0.0,0.0,0.0,0
549,100.53537548965079,0.0,0.0,0.0,0.0,0
550,100.24985922343235,0.0,0.0,0.0,0.0,0
551,101.62883111274037,0.0,0.0,0.0,0.0,0
552,101.54361733061455,0.0,0.0,0.0,0.0,0
553,100.0883267976714,0.0,0.0,0.0,0.0,0
554,100.7814102912235,0.0,0.0,0.0,0.0,0
555,101.2835100927108,0.0,0.0,0.0,0.0,0
556,100.04071974316533,0.0,0.0,0.0,0.0,0
557,100.01204861399448,0.0,0.0,0.0,0.0,0
558,100.55066931099157,0.0,0.0,0.0,0.0,0
559,100.69869288865509,0.0,0.0,0.0,0.0,0
560,100.14404394242233,0.0,0.0,0.0,0.0,0
561,100.09627130764436,0.0,0.0,0.0,0.0,0
562,100.39016017159697,0.0,0.0,0.0,0.0,0
563,101.06925642453801,0.0,0.0,0.0,0.0,0
564,101.64476235623698,0.0,0.0,0.0,0.0,0
565,101.03289307788826,0.0,0.0,0.0,0.0,0
566,100.5366194451936,0.0,0.0,0.0,0.0,0
567,100.81344586533531,0.0,0.0,0.0,0.0,0
568,100.93538978299887,0.0,0.0,0.0,0.0,0
569,100.20281556986743,0.0,0.0,0.0,0.0,0
570,100.77703940115587,0.0,0.0,0.0,0.0,0
571,100.5070404320716,0.0,0.0,0.0,0.0,0
572,100.45727697659235,0.0,0.0,0.0,0.0,0
573,101.64169923098883,0.0,0.0,0.0,0.0,0
574,100.74929079462866,0.0,0.0,0.0,0.0,0
575,101.43850120368752,0.0,0.0,0.0,0.0,0
