iter,flow in,turb,flow out,water level,colmat,act state 
114,100.65769463238333,0.0,0.0,0.0,0.0,3
115,100.11075119679252,0.0,0.0,0.0,0.0,4
116,101.225324730396,0.0,0.0,0.0,0.0,4
117,100.16898881735919,0.0,0.0,0.0,0.0,4
118,101.35330522975563,0.0,0.0,0.0,0.0,4
119,101.08284591690214,0.0,0.0,0.0,0.0,1
120,100.62107705916345,0.0,0.0,0.0,0.0,1
121,100.14572541234111,0.0,0.0,0.0,0.0,1
122,101.22181349843903,0.0,0.0,0.0,0.0,1
123,101.61455643207171,0.0,0.0,0.0,0.0,1
124,101.15841049522834,0.0,0.0,0.0,0.0,1
125,100.94825363866896,0.0,100.94825363866896,0.0,0.0,2
126,100.07317665494598,0.0,100.07317665494598,0.0,0.0,2
127,101.13606895568397,0.0,101.13606895568397,0.0,0.0,2
128,100.83802971420077,0.0,100.83802971420077,0.0,0.0,2
129,101.55811643737809,0.0,101.55811643737809,0.0,0.0,2
130,101.41784299397155,0.0,101.41784299397155,0.0,0.0,2
131,101.4039913322995,0.0,101.4039913322995,0.0,0.0,2
132,100.25293245934381,0.0,100.25293245934381,0.0,0.0,2
133,100.71674707347022,0.425,100.673942455964,0.04280461750622484,4.25E-4,2
134,100.25088560820687,0.85,100.1230657290564,0.1706244966566886,0.0012749999999999999,2
135,100.27990524571332,1.275,100.02419148733675,0.42633825503325756,0.0025499999999999997,2
136,100.65988923276537,1.7,100.23208470352611,0.8541427842725103,0.0042499999999999994,2
137,101.48123203636993,2.125,100.83428918213808,1.5010856385043687,0.006375,2
138,100.72251662616445,2.55,99.82356816527593,2.400034099392886,0.008924999999999999,2
139,101.04716784546667,2.9749999999999996,99.84470654810562,3.6024953967539393,0.011899999999999999,2
140,101.4845500627693,3.4,99.93183644680893,5.15520901271431,0.0153,2
141,101.39637142933405,3.8249999999999997,99.45716582574804,7.094414616300323,0.019125,2
142,101.24203066306143,4.25,98.87549819631236,9.460947083049383,0.023375,2
143,100.14870346363887,4.675,97.3395323314838,12.270118215204453,0.02805,2
144,101.4323889841492,5.1,98.06990528932465,15.632601910028999,0.03315,2
145,100.55786865463983,5.133333333333333,96.7081782496447,19.482292315024125,0.03828333333333333,2
146,101.10682088283939,5.166666666666667,96.71372951548001,23.875383682383497,0.043449999999999996,2
147,100.91114426827617,5.2,96.00181709962453,28.784710851035133,0.04865,2
148,101.55250204079664,5.233333333333333,96.08051472249838,34.25669816933339,0.05388333333333333,2
149,100.69597185862449,5.266666666666667,94.73980512318685,40.21286490477103,0.05915,2
150,101.63645900800343,5.3,95.0859892249376,46.76333468783685,0.06445000000000001,2
151,101.59704519874232,5.333333333333333,94.50726472795675,53.85311515862242,0.06978333333333334,2
152,100.95316153102686,5.366666666666667,93.3665314419702,61.43974524767909,0.07515000000000001,2
153,101.1904666219043,5.3999999999999995,93.03957453550991,69.59063733407348,0.08055000000000001,2
154,101.02392597668336,5.433333333333334,92.33755207478819,78.27701123596864,0.08598333333333334,2
155,101.33034971483441,5.466666666666666,92.0636892334128,87.54367171739025,0.09145,2
156,101.39700191364871,5.5,91.56656257812047,97.3741110529185,0.09695000000000001,2
157,100.96991073428696,5.466666666666666,90.6289090432504,107.71511274395505,0.10241666666666667,2
158,100.69192648328317,5.433333333333334,89.83230221206108,118.57473701517713,0.10785,2
159,100.40414941682299,5.3999999999999995,89.03337949536778,129.94550693663234,0.11325,2
160,100.70976618579164,5.366666666666667,88.76390942005365,141.8913637023703,0.11861666666666668,2
161,100.21707737691285,5.333333333333333,87.7951706360445,154.31327044323865,0.12395,2
162,100.19515098823554,5.3,87.2449277230061,167.2634937084681,0.12925,2
163,100.5373984235183,5.266666666666667,87.01344271224802,180.78744941973838,0.13451666666666667,2
164,100.15301425509601,5.233333333333333,86.15663051294634,194.78383316188805,0.13975,2
165,101.03206588001454,5.2,86.38746793070644,209.42843111119618,0.14495000000000002,2
166,100.97269357000796,5.166666666666667,85.8150093869236,224.58611529428055,0.15011666666666668,2
167,100.79860987266063,5.133333333333333,85.14962568993008,240.23509947701112,0.15525,2
168,100.97141472864847,5.1,84.78064837690968,256.4258658287499,0.16035,2
169,100.02778065570146,5.091666666666666,83.47901791105446,272.9746285733969,0.16544166666666665,2
170,101.52859935292348,5.083333333333333,84.2154349482662,290.2877929780542,0.17052499999999998,2
171,101.15967986360522,5.075,83.39604007955614,308.0514327621033,0.17559999999999998,2
172,100.2292141672667,5.066666666666666,82.12113614104719,326.1595107883228,0.18066666666666664,2
173,101.58280481272834,5.058333333333333,82.71633838888437,345.02597721216677,0.18572499999999997,2
174,101.23602569437895,5.05,81.92272289253381,364.33928001401193,0.19077499999999997,2
175,101.31518399918848,5.041666666666667,81.47598238574739,384.17848162745304,0.19581666666666664,2
176,100.79819833869385,5.033333333333333,80.55288020236719,404.4237997637797,0.20084999999999997,2
177,101.48743726201036,5.0249999999999995,80.59371111569398,425.3175259100961,0.20587499999999997,2
178,100.25509972474124,5.016666666666667,79.11213465195769,446.46049098287966,0.21089166666666664,2
179,100.83510951671046,5.008333333333334,79.06480937205268,468.23079112753743,0.21589999999999998,2
180,101.61759858989971,5.0,79.17027106139086,490.67811865604625,0.22089999999999999,2
181,100.32315387785395,4.583333333333333,77.70195473096251,513.2993178029377,0.2254833333333333,2
182,100.69290017031007,4.166666666666667,77.56877564619836,536.4234423270494,0.22965,2
183,101.24535225475192,3.75,77.61468703849283,560.0541075433085,0.2334,2
184,100.4482839968071,3.3333333333333335,76.66882689862965,583.833564641486,0.23673333333333332,2
185,100.78066259759008,2.9166666666666665,76.62857680607762,607.9856504329985,0.23965,2
186,100.78275434423813,2.5,76.37821037978087,632.3901943974557,0.24215,2
187,101.25042638154262,2.0833333333333335,76.5216972449572,657.1189235340412,0.24423333333333333,2
188,100.62255166018417,1.6666666666666667,75.87946620694488,681.8620089872804,0.2459,2
189,101.58038096540292,1.25,76.47478980980358,706.9676001428797,0.24715,2
190,101.18588832951626,0.8333333333333334,76.09347445526839,732.0600140171276,0.24798333333333333,2
191,101.36003323500982,0.4166666666666667,76.18220097943339,757.237846272704,0.2484,2
192,100.74688230641293,0.0,75.72135674149996,782.263371837617,0.2484,2
193,101.04490655852838,0.0,75.94535176938993,807.3629266267554,0.2484,2
194,100.52139716887088,0.0,75.55188211212335,832.332441683503,0.2484,2
195,100.32208868160033,0.0,75.4020818530908,857.2524485120125,0.2484,2
196,100.281499082825,0.0,75.37157471065126,882.1623728841862,0.2484,2
197,100.68587714290823,0.0,75.67550526060982,907.1727447664846,0.2484,2
198,100.91051527407474,0.0,75.84434327999458,932.2389167605647,0.2484,2
199,101.3328397380684,0.0,76.16176234713221,957.4099941515009,0.2484,2
200,101.06412278761144,0.0,75.95979468716875,982.5143222519436,0.2484,2
201,100.07419162957159,0.0,75.21576242878601,1007.3727514527292,0.2484,2
202,100.34493057247221,0.0,75.41924981827012,1032.2984322069312,0.2484,2
203,100.98982025505232,0.0,75.90394890369733,1057.3843035582863,0.2484,2
204,100.16595448395401,0.0,75.28473139013983,1082.2655266521006,0.2484,2
205,100.4295562036637,0.0,75.48285444267363,1107.2122284130905,0.2484,2
206,100.38973195809042,0.0,75.45292253970077,1132.1490378314802,0.2484,2
207,100.04226174753933,0.0,75.19176392945056,1156.999535649569,0.2484,2
208,101.29897131560479,0.0,76.13630684080856,1182.1622001243652,0.2484,2
209,100.79272835184095,0.0,75.75581462924366,1207.1991138469625,0.2484,2
210,100.10950888042078,0.0,75.24230687452425,1232.0663158528591,0.2484,2
211,100.50952618287253,0.0,75.542959879047,1257.0328821566848,0.2484,2
212,100.3350921745681,0.0,75.41185527840538,1281.9561190528475,0.2484,2
213,100.6649904147027,0.0,75.65980679569054,1306.9613026718596,0.2484,2
214,100.16113600010203,0.0,75.28110981767668,1331.841328854285,0.2484,2
215,100.34782792800786,0.0,75.4214274706907,1356.7677293116021,0.2484,2
216,100.34965890598527,0.0,75.42280363373852,1381.6945845838488,0.2484,2
217,101.61429306848053,0.0,76.37330267026996,1406.9355749820595,0.2484,2
218,101.3955379570471,0.0,76.2088863285166,1432.12222661059,0.2484,2
219,101.2156298488671,0.0,76.07366739440852,1457.2641890650484,0.2484,2
220,101.29731560366862,0.0,76.13506240771733,1482.4264422609997,0.2484,2
221,100.88950177340708,0.0,75.82854953289277,1507.487394501514,0.2484,2
222,100.05324241326169,0.0,75.20001699780748,1532.3406199169683,0.2484,2
223,100.35196452115457,0.0,75.42453653409977,1557.2680479040232,0.2484,2
224,100.63442386745066,0.0,75.63683297877591,1582.265638792698,0.2484,2
225,100.88658718572572,0.0,75.82635892879145,1607.3258670496323,0.2484,2
226,100.05812641182683,0.0,0.0,0.0,0.0,3
227,100.80621686543095,0.0,0.0,0.0,0.0,3
228,100.5852903156162,0.0,0.0,0.0,0.0,3
229,101.04009388527761,0.0,0.0,0.0,0.0,3
230,100.343773603312,0.0,0.0,0.0,0.0,4
231,100.24260377097472,0.0,0.0,0.0,0.0,4
232,100.30970253304382,0.0,0.0,0.0,0.0,4
233,100.03646291601683,0.0,0.0,0.0,0.0,4
234,101.58728974488332,0.0,0.0,0.0,0.0,1
235,100.62103769855992,0.0,0.0,0.0,0.0,1
236,100.29990990956433,0.0,0.0,0.0,0.0,1
237,101.16277639728492,0.0,0.0,0.0,0.0,1
238,100.50960366384898,0.0,0.0,0.0,0.0,1
239,100.89492747025805,0.0,0.0,0.0,0.0,1
240,100.2495710499346,0.0,100.2495710499346,0.0,0.0,2
241,100.44856791255091,0.0,100.44856791255091,0.0,0.0,2
242,101.02921032315204,0.0,101.02921032315204,0.0,0.0,2
243,100.79908811940031,0.0,100.79908811940031,0.0,0.0,2
244,100.39533051940488,0.0,100.39533051940488,0.0,0.0,2
245,101.02950104112996,0.0,101.02950104112996,0.0,0.0,2
246,100.02799265028573,0.0,100.02799265028573,0.0,0.0,2
247,100.82729704896802,0.0,100.82729704896802,0.0,0.0,2
248,101.60023972056108,0.0,101.60023972056108,0.0,0.0,2
249,101.19329414684307,0.0,101.19329414684307,0.0,0.0,2
250,101.30318815150316,0.0,101.30318815150316,0.0,0.0,2
251,101.61915258710734,0.0,101.61915258710734,0.0,0.0,2
252,101.2272093637028,0.0,101.2272093637028,0.0,0.0,2
253,101.19359474043047,0.0,101.19359474043047,0.0,0.0,2
254,101.10541283911279,0.0,101.10541283911279,0.0,0.0,2
255,100.18975677767669,0.0,100.18975677767669,0.0,0.0,2
256,100.14006940192654,0.0,100.14006940192654,0.0,0.0,2
257,100.13658295440267,0.0,100.13658295440267,0.0,0.0,2
258,100.83225136354223,0.0,100.83225136354223,0.0,0.0,2
259,100.74336291186914,0.0,100.74336291186914,0.0,0.0,2
260,100.96961563375753,0.0,100.96961563375753,0.0,0.0,2
261,100.72457474535351,0.0,100.72457474535351,0.0,0.0,2
262,100.29360216958223,0.0,100.29360216958223,0.0,0.0,2
263,100.8801607492183,0.0,100.8801607492183,0.0,0.0,2
264,100.75891131927479,0.0,100.75891131927479,0.0,0.0,2
265,101.38080531837541,0.0,101.38080531837541,0.0,0.0,2
266,100.15539511466484,0.0,100.15539511466484,0.0,0.0,2
267,101.50049052444184,0.0,101.50049052444184,0.0,0.0,2
268,100.58941659406942,0.0,100.58941659406942,0.0,0.0,2
269,100.6132317081631,0.0,100.6132317081631,0.0,0.0,2
270,101.36914743320493,0.0,101.36914743320493,0.0,0.0,2
271,100.63297696530778,0.0,100.63297696530778,0.0,0.0,2
272,100.78723941599405,0.0,100.78723941599405,0.0,0.0,2
273,100.73593549863618,0.0,100.73593549863618,0.0,0.0,2
274,100.93941759098607,0.0,100.93941759098607,0.0,0.0,2
275,101.09569177750154,0.0,101.09569177750154,0.0,0.0,2
276,101.15027359408072,0.0,101.15027359408072,0.0,0.0,2
277,100.5878658246324,0.425,100.54511598165693,0.04274984297546877,4.25E-4,2
278,100.60289881408448,0.85,100.47463011809653,0.17101853896342648,0.0012749999999999999,2
279,101.00915340627274,1.275,100.75158006508676,0.42859188014942196,0.0025499999999999997,2
280,101.3222107116158,1.7,100.89159131609144,0.8592112756737891,0.0042499999999999994,2
281,101.33690452516065,2.125,100.69088175881275,1.505234042021688,0.006375,2
282,101.22498864481601,2.55,100.32155562116102,2.4086670656766707,0.008924999999999999,2
283,101.38342424504695,2.9749999999999996,100.1769614965309,3.6151298141927293,0.011899999999999999,2
284,100.30171712235368,3.4,98.76710085038167,5.149746086164741,0.0153,2
285,100.83256171885417,3.8249999999999997,98.90413897598108,7.078168829037827,0.019125,2
286,100.96218470170307,4.25,98.60219363430076,9.438159896440135,0.023375,2
287,101.2987644009313,4.675,98.45733405948518,12.279590237886257,0.02805,2
288,101.11445561396948,5.1,97.7625114103664,15.631534441489345,0.03315,2
289,100.27301762202235,5.133333333333333,96.43423226405926,19.470319799452433,0.03828333333333333,2
290,101.1582531408884,5.166666666666667,96.76292704191681,23.865645898424034,0.043449999999999996,2
291,100.2569200994078,5.2,95.3794209365716,28.743145061260222,0.04865,2
292,100.22543613601395,5.233333333333333,94.8249555522184,34.14362564505577,0.05388333333333333,2
293,100.51505357746,5.266666666666667,94.56958815835324,40.08909106416253,0.05915,2
294,100.53879567914856,5.3,94.05907029762744,46.56881644568366,0.06445000000000001,2
295,100.76482382630958,5.333333333333333,93.73311853696362,53.60052173502963,0.06978333333333334,2
296,101.3294002122675,5.366666666666667,93.7144957863156,61.215426160981536,0.07515000000000001,2
297,100.84532214293158,5.3999999999999995,92.72223144431844,69.33851685959468,0.08055000000000001,2
298,100.5426043625849,5.433333333333334,91.89761609747531,77.98350512470427,0.08598333333333334,2
299,100.45760160854117,5.466666666666666,91.27075394144008,87.17035279180536,0.09145,2
300,101.39425056068696,5.5,91.56407796882836,97.00052538366396,0.09695000000000001,2
301,100.44840035126191,88.375,81.8328005561643,115.61612517876156,0.18532500000000002,2
302,100.91237291495372,171.25,64.9295435428041,151.59895455091117,0.35657500000000003,2
303,100.40664936342199,254.125,39.08830859718018,212.917295317153,0.6107,2
304,101.58025601677872,337.0,5.312647389677522,309.1849039442542,0.9477,2
305,100.48447740946354,419.875,0.0,446.6049631375013,1.367575,2
306,101.62859616693993,502.75,0.0,636.6834672634332,1.870325,2
307,101.35782424954232,585.625,0.0,885.6132157290966,2.45595,2
308,100.24923571335258,668.5,0.0,1198.836940253681,3.12445,2
309,100.96068831534122,751.375,0.0,1590.1429000434882,3.875825,2
310,101.57550293409952,834.25,0.0,2068.571137025817,4.710075,2
311,100.83783084404591,917.125,0.0,2636.005778751432,5.6272,2
312,101.37981281563981,1000.0,0.0,3307.87007424324,6.6272,2
313,101.44501215124076,1333.3333333333333,0.0,4115.426474973598,7.960533333333333,2
314,100.97662947360413,1666.6666666666667,0.0,5087.548682241879,9.6272,2
315,101.35366617449644,2000.0,0.0,6266.008029585984,11.6272,2
316,100.9838004420625,2333.3333333333335,0.0,7675.795741784079,13.960533333333334,2
317,101.46364798138798,2666.6666666666665,0.0,9362.852109500214,16.627200000000002,2
318,100.29682144533125,3000.0,0.0,11331.39788337202,19.627200000000002,2
319,101.62385394149182,3333.3333333333335,0.0,13664.73576925744,22.960533333333334,2
320,101.57483634651156,3666.6666666666665,0.0,16369.389251623274,26.627200000000002,2
321,100.14185483134351,4000.0,0.0,19436.4538679138,30.627200000000002,2
322,101.310381813804,4333.333333333333,0.0,22978.31884832802,34.96053333333334,2
323,100.58781632785896,4666.666666666667,0.0,26964.332363515354,39.6272,2
324,100.37352160223729,5000.0,0.0,31443.721586762716,44.6272,2
325,100.29440266573351,7083.333333333333,0.0,0.0,0.0,3
326,101.38176070169123,9166.666666666666,0.0,0.0,0.0,3
327,101.17443210370637,11250.0,0.0,0.0,0.0,3
328,100.74353962553376,13333.333333333334,0.0,0.0,0.0,3
329,101.41168906145084,15416.666666666666,0.0,0.0,0.0,4
330,0.0,0.0,0.0,0.0,0.0,4
331,0.0,0.0,0.0,0.0,0.0,4
332,0.0,0.0,0.0,0.0,0.0,4
333,0.0,0.0,0.0,0.0,0.0,1
334,0.0,0.0,0.0,0.0,0.0,1
335,0.0,0.0,0.0,0.0,0.0,1
336,0.0,0.0,0.0,0.0,0.0,1
337,0.0,0.0,0.0,0.0,0.0,1
338,0.0,0.0,0.0,0.0,0.0,1
339,0.0,0.0,0.0,0.0,0.0,2
340,0.0,0.0,0.0,0.0,0.0,2
341,0.0,0.0,0.0,0.0,0.0,2
342,0.0,0.0,0.0,0.0,0.0,2
343,0.0,0.0,0.0,0.0,0.0,2
344,0.0,0.0,0.0,0.0,0.0,2
345,0.0,0.0,0.0,0.0,0.0,2
346,0.0,0.0,0.0,0.0,0.0,2
347,0.0,0.0,0.0,0.0,0.0,2
348,0.0,0.0,0.0,0.0,0.0,2
349,0.0,0.0,0.0,0.0,0.0,2
350,0.0,0.0,0.0,0.0,0.0,2
351,0.0,0.0,0.0,0.0,0.0,2
352,100.20540794867128,14666.666666666666,0.0,1469.679316580512,14.666666666666666,2
353,100.99107761750098,14333.333333333334,0.0,4398.42056748804,29.0,2
354,101.27819012813042,14000.0,0.0,8753.382742997648,43.0,2
355,100.92556883692214,13666.666666666666,0.0,0.0,0.0,3
356,101.42519292555657,13333.333333333334,0.0,0.0,0.0,3
357,101.43056223818814,13000.0,0.0,0.0,0.0,3
358,100.83113251615266,12666.666666666666,0.0,0.0,0.0,3
359,100.48682183676921,12333.333333333334,0.0,0.0,0.0,4
360,100.88291140540692,12000.0,0.0,0.0,0.0,4
361,100.36016686622271,11083.333333333334,0.0,0.0,0.0,4
362,100.29083185103389,10166.666666666666,0.0,0.0,0.0,4
363,100.52847358585932,9250.0,0.0,0.0,0.0,1
364,100.93565551471534,8333.333333333334,0.0,0.0,0.0,1
365,100.76892800234141,7416.666666666667,0.0,0.0,0.0,1
366,101.14912548917698,6500.0,0.0,0.0,0.0,1
367,101.0378627977609,5583.333333333333,0.0,0.0,0.0,1
368,100.76259359201289,4666.666666666667,0.0,0.0,0.0,1
369,100.79874702258091,3750.0,0.0,377.9953013346784,3.75,2
370,100.84719246646547,2833.3333333333335,0.0,1041.9059850722429,6.583333333333334,2
371,101.26523849533011,1916.6666666666667,0.0,1902.6605122825488,8.5,2
372,101.62769940910533,1000.0,0.0,2868.1236566690495,9.5,2
373,101.31348261511626,917.9166666666666,0.0,3923.5990757631125,10.417916666666667,2
374,100.96920108141863,835.8333333333334,0.0,5059.881222433128,11.25375,2
375,101.52408019369061,753.75,0.0,6278.931615358868,12.0075,2
376,101.29610966163466,671.6666666666666,0.0,7563.2818724436775,12.679166666666667,2
377,101.22092711538414,589.5833333333334,0.0,8906.35704910593,13.26875,2
378,100.20576036793103,507.5,0.0,10286.816655374641,13.776250000000001,2
379,101.51823367465342,425.4166666666667,0.0,11728.544770610844,14.201666666666668,2
380,100.74604720442049,343.3333333333333,0.0,13193.89602719914,14.545000000000002,2
381,100.47712126779881,261.25,0.0,14681.585403970486,14.806250000000002,2
382,100.74750423063078,179.16666666666666,0.0,16191.328732993252,14.98541666666667,2
383,101.63980054127977,97.08333333333333,0.0,17724.311024657105,15.082500000000003,2
384,101.27430161403574,15.0,0.0,19253.29979327501,15.097500000000004,2
385,100.25486831865923,14.583333333333334,0.0,20768.35971787895,15.112083333333336,2
386,100.60540094051869,14.166666666666666,0.0,22290.14216385547,15.126250000000002,2
387,100.65600549828702,13.75,0.0,23814.074087099536,15.140000000000002,2
388,101.55973072073861,13.333333333333334,0.0,25353.042539954462,15.153333333333336,2
389,101.2378035438407,12.916666666666666,0.0,26888.440377951236,15.166250000000003,2
390,100.53439265817921,12.5,0.0,28414.426790511574,15.178750000000003,2
391,101.27129787044316,12.083333333333334,0.0,29952.82219791183,15.190833333333336,2
392,100.55946776303695,11.666666666666666,0.0,31481.5775065794,15.202500000000002,2
393,101.07461467834678,11.25,0.0,33019.3014256421,15.213750000000003,2
394,101.09406694861907,10.833333333333334,0.0,34558.416472406934,15.224583333333337,2
395,100.8793946323493,10.416666666666666,0.0,36095.314049630775,15.235000000000003,2
396,101.59982310754496,10.0,0.0,37644.2033529053,15.245000000000003,2
397,100.69500339380319,9.75,0.0,39180.28045592692,15.254750000000003,2
398,101.24757480659979,9.5,0.0,40725.748749668564,15.264250000000002,2
399,100.07550662881555,9.25,0.0,42254.25200016378,15.273500000000002,2
400,100.68825828616919,9.0,0.0,43793.020307422164,15.282500000000002,2
401,101.44971758336368,8.75,0.0,45344.31330141878,15.291250000000002,2
402,101.44460590447814,8.5,0.0,46896.39041060582,15.299750000000001,2
403,101.18160642395783,8.25,0.0,48445.278441743765,15.308000000000002,2
404,101.24761455502674,8.0,0.0,49995.986906268554,15.316,2
405,100.89147934108978,7.75,0.0,51542.02271282158,15.32375,2
